stanley, 0.0396353731566
park, 0.0326346971975
warcraft, 0.0297265298674
spin, 0.0160244398041
southpark, 0.0127399413718
boars, 0.0120321668511
south, 0.00940810016109
paul, 0.00930217729167
song, 0.00927175088339
'till, 0.00920106876849
snape, 0.00802144456741
@lutmejiaj, 0.00778551972719
skydoesminecraft, 0.00734453491023
vevo, 0.00707774520653
jovem, 0.00707774520653
garen, 0.00636997068588
sky, 0.00597297699781
песня, 0.00566219616523
из, 0.00519034648479
sheen, 0.00519034648479
cox, 0.00519034648479
mrg, 0.00495442164457
lennon, 0.00495442164457
fanta, 0.00495442164457
+100500, 0.00495442164457
fuck, 0.0047992201761
wycc, 0.00424664712392
drummer, 0.00424664712392
@tomer20072, 0.00424664712392
brought, 0.00409047833091
horde, 0.00377479744349
sheen's, 0.00353887260327
nyro, 0.00353887260327
musique, 0.00353887260327
leveling, 0.00353887260327
hotpockets, 0.00353887260327
grenier, 0.00353887260327
demacia, 0.00353887260327
100500, 0.00353887260327
singer, 0.0033384249592
charlie, 0.0031994801174
nerd, 0.00300458246328
c'est, 0.00283109808261
вверх, 0.00283109808261
stanley's, 0.00283109808261
sheens, 0.00283109808261
mmorpg, 0.00283109808261
joueur, 0.00283109808261
guitarist, 0.00283109808261
grâce, 0.00283109808261
chorus, 0.00283109808261
cette, 0.00283109808261
@xrobthesalmonx, 0.00283109808261
@tudordn92, 0.00283109808261
@darkzeny, 0.00283109808261
army, 0.00271955809979
et, 0.00267073996736
butter, 0.00267073996736
thumbs, 0.00263608603547
kiss, 0.00249973675778
палец, 0.00235924840218
à, 0.00235924840218
stan, 0.00235924840218
guitar, 0.00235924840218
forest, 0.00235924840218
20%, 0.00235924840218
сюда, 0.00212332356196
про, 0.00212332356196
макса, 0.00212332356196
армия, 0.00212332356196
vous, 0.00212332356196
vive, 0.00212332356196
thumps, 0.00212332356196
simmons, 0.00212332356196
paul's, 0.00212332356196
moi, 0.00212332356196
lambda, 0.00212332356196
jorn, 0.00212332356196
jesse, 0.00212332356196
ici, 0.00212332356196
guitars, 0.00212332356196
elwynn, 0.00212332356196
dbz, 0.00212332356196
budder, 0.00212332356196
bafroom, 0.00212332356196
@thesecondr, 0.00212332356196
@oushgisher, 0.00212332356196
@gibsondanny, 0.00212332356196
@ghostface38, 0.00212332356196
@fogz42, 0.00212332356196
@charismatic9904, 0.00212332356196
@13nexter45, 0.00212332356196
xd, 0.00204523916545
essa, 0.00200305497552
sem, 0.00188739872174
orc, 0.00188739872174
musica, 0.00188739872174
montage, 0.00188739872174
legends, 0.00188739872174
kyle, 0.00188739872174
alliance, 0.00188739872174
80's, 0.00188739872174
А, 0.0016692124796
truths, 0.0016692124796
thumb, 0.0016692124796
russians, 0.0016692124796
85, 0.0016692124796
solo, 0.00165147388152
du, 0.00165147388152
aqui, 0.00165147388152
theme, 0.00156668249123
band, 0.00156668249123
songs, 0.00143976605283
sings, 0.00143976605283
что, 0.00141554904131
искал, 0.00141554904131
é, 0.00141554904131
professor, 0.00141554904131
pouce, 0.00141554904131
players, 0.00141554904131
listened, 0.00141554904131
league, 0.00141554904131
gran, 0.00141554904131
foda, 0.00141554904131
dies, 0.00141554904131
dans, 0.00141554904131
causa, 0.00141554904131
\o/, 0.00141554904131
>:d, 0.00141554904131
=p, 0.00141554904131
▬▬▬▬▬▬▬▬▬▬▬(ஜ۩۞۩ஜ)▬▬▬▬▬▬▬▬▬▬▬▬­­­­­­­­­­­­­­­­­­­▬, 0.00141554904131
серия, 0.00141554904131
саус, 0.00141554904131
потому, 0.00141554904131
песню, 0.00141554904131
парка, 0.00141554904131
мудак, 0.00141554904131
можете, 0.00141554904131
кота, 0.00141554904131
даже, 0.00141554904131
Срам, 0.00141554904131
waterworld, 0.00141554904131
warcrap, 0.00141554904131
wankil, 0.00141554904131
vient, 0.00141554904131
vencer, 0.00141554904131
tumbs, 0.00141554904131
thumbwhore, 0.00141554904131
ter, 0.00141554904131
sven, 0.00141554904131
soth, 0.00141554904131
severus, 0.00141554904131
rs, 0.00141554904131
rickman, 0.00141554904131
quests, 0.00141554904131
quelqu'un, 0.00141554904131
pauls, 0.00141554904131
oooooooooooohhhhhhhhhhhhh, 0.00141554904131
nerdpower, 0.00141554904131
nerdplayer, 0.00141554904131
música, 0.00141554904131
mw3, 0.00141554904131
musicale, 0.00141554904131
montaggio, 0.00141554904131
mincing, 0.00141554904131
mhmmmmm, 0.00141554904131
matando, 0.00141554904131
maestro, 0.00141554904131
life's, 0.00141554904131
leauge, 0.00141554904131
jovemnerd, 0.00141554904131
jn, 0.00141554904131
jdg, 0.00141554904131
inferno, 0.00141554904131
horas, 0.00141554904131
hogwarts, 0.00141554904131
happiest, 0.00141554904131
glam, 0.00141554904131
garen's, 0.00141554904131
frontman, 0.00141554904131
fait, 0.00141554904131
eux, 0.00141554904131
eoq, 0.00141554904131
darius, 0.00141554904131
clearing, 0.00141554904131
chanson, 0.00141554904131
cavin', 0.00141554904131
carpal, 0.00141554904131
au, 0.00141554904131
até, 0.00141554904131
alphacast, 0.00141554904131
acha, 0.00141554904131
abridged, 0.00141554904131
@zrinschchuck, 0.00141554904131
@theonemcgio, 0.00141554904131
@thechris370, 0.00141554904131
@superuser1774, 0.00141554904131
@supersoakman1212, 0.00141554904131
@reecexp, 0.00141554904131
@reavaahboy, 0.00141554904131
@meksu1000, 0.00141554904131
@maratbadykov, 0.00141554904131
@ionlyfearphobophobia, 0.00141554904131
@ibeenthunderstruck, 0.00141554904131
@eightlimbz, 0.00141554904131
@deminidze, 0.00141554904131
@david5422, 0.00141554904131
@coleybear8844, 0.00141554904131
@adrenalineandlove, 0.00141554904131
die, 0.00137084717982
кто, 0.00133536998368
rockstar, 0.00133536998368
qui, 0.00133536998368
pra, 0.00133536998368
\m/, 0.00133536998368
32, 0.00133536998368
fucking, 0.0012725932585
listen, 0.00122714349927
тут, 0.00117962420109
не, 0.00117962420109
в, 0.00117962420109
sword, 0.00117962420109
rage, 0.00117962420109
kenny, 0.00117962420109
cartman, 0.00117962420109
album, 0.00117962420109
bob, 0.00117501186842
за, 0.00111981804109
thousand, 0.00111981804109
gene, 0.00111981804109
en, 0.00111981804109
<3, 0.00104534446234
хуй, 0.00100152748776
то, 0.00100152748776
с, 0.00100152748776
как, 0.00100152748776
если, 0.00100152748776
vert, 0.00100152748776
suis, 0.00100152748776
motivation, 0.00100152748776
microphone, 0.00100152748776
makeup, 0.00100152748776
jb, 0.00100152748776
grinding, 0.00100152748776
craft, 0.00100152748776
bon, 0.00100152748776
artists, 0.00100152748776
1:45, 0.00100152748776
only, 0.000999894703111
nope, 0.000959844035219
je, 0.000959844035219
disliked, 0.000959844035219
bathroom, 0.000959844035219
просто, 0.000943699360871
лайк, 0.000943699360871
Кто, 0.000943699360871
viva, 0.000943699360871
trouxe, 0.000943699360871
sur, 0.000943699360871
success, 0.000943699360871
studio, 0.000943699360871
